II/, ABP/, PLETH/, RESP/
132,219,135,57
131,208,131,52
131,195,127,47
132,182,123,42
132,170,120,38
130,159,117,33
126,148,114,29
123,137,113,24
148,125,111,21
198,113,110,17
216,99,110,14
163,86,110,11
123,78,110,8
122,77,110,5
128,83,111,2
127,90,111,0
127,96,111,0
127,100,112,0
127,102,112,0
127,103,112,0
127,103,112,0
126,102,112,0
126,101,112,0
126,97,111,0
125,92,111,0
124,85,111,0
123,79,110,0
121,72,111,0
119,66,112,0
117,61,114,0
116,57,117,0
116,53,120,0
117,51,124,0
119,50,128,0
123,49,131,0
129,50,134,0
135,53,136,0
138,61,139,0
139,78,140,0
140,106,141,0
141,142,141,0
138,177,140,0
135,204,137,0
133,217,135,0
132,219,131,0
132,212,127,0
132,200,124,0
132,187,120,0
132,175,118,0
132,163,115,0
129,152,112,0
125,141,110,0
132,129,108,0
168,117,107,0
212,104,106,0
214,91,106,0
138,80,106,0
121,75,106,0
127,76,106,0
128,81,106,0
128,88,106,0
127,94,107,0
127,97,107,0
127,99,107,0
127,100,107,0
127,100,107,0
127,99,107,0
126,97,107,0
126,93,106,0
125,87,106,0
124,80,106,0
122,73,106,0
120,67,107,0
118,61,109,0
116,57,111,0
115,53,114,0
115,51,117,0
117,49,121,0
120,48,125,0
126,48,129,0
132,50,132,1
136,55,135,2
139,66,137,3
140,87,139,5
141,117,139,6
140,154,139,7
137,187,137,9
134,209,135,11
133,219,133,12
132,217,129,13
132,209,126,15
132,197,122,16
133,185,118,17
133,173,115,17
131,161,112,18
128,151,110,18
125,140,108,19
140,128,107,19
186,116,106,20
219,103,106,21
180,90,106,21
129,80,106,22
122,77,106,23
129,81,107,24
128,87,107,25
128,94,107,26
127,99,108,27
127,101,108,29
127,103,108,30
127,103,108,32
127,103,108,33
127,102,108,35
126,99,108,37
126,95,108,38
125,88,108,40
124,81,108,42
122,75,108,44
120,68,109,46
118,63,111,47
116,58,114,49
116,55,117,50
116,52,121,51
119,51,124,52
122,50,127,53
127,50,131,54
133,52,134,55
137,59,137,55
139,73,139,56
140,99,140,56
141,134,140,56
140,170,139,56
136,199,136,56
134,216,134,55
133,220,131,54
133,215,128,54
133,204,125,53
133,191,122,52
133,177,118,52
133,165,115,51
131,154,112,50
127,143,110,49
124,133,108,49
151,121,106,48
200,107,105,47
216,94,105,46
159,81,105,45
122,74,105,44
126,73,105,43
129,78,105,42
128,86,105,42
128,92,105,41
127,96,105,41
127,99,106,41
127,100,106,40
127,100,106,40
127,100,105,39
127,98,105,39
126,95,105,38
125,89,105,38
125,82,105,37
123,75,106,37
122,68,107,37
119,62,108,37
117,58,110,37
116,54,113,37
116,51,116,37
117,49,120,38
120,48,124,38
124,48,128,39
129,49,132,39
135,53,135,40
138,61,137,41
139,79,139,41
140,107,140,42
141,142,139,43
138,177,138,44
135,204,136,45
133,218,134,46
132,220,131,47
132,213,127,48
132,202,124,49
132,190,120,49
132,178,117,50
132,167,114,51
130,156,112,52
125,145,110,53
125,134,108,54
163,121,106,54
211,108,105,55
215,95,105,56
143,83,105,57
122,77,105,57
128,78,105,58
129,84,106,60
128,91,106,61
128,97,106,62
128,101,107,64
128,103,107,65
127,103,107,67
127,103,108,68
127,102,108,69
127,100,107,71
127,97,107,72
126,91,107,74
125,84,108,75
123,77,108,77
122,71,110,78
119,65,112,79
117,60,114,80
116,56,117,81
116,53,119,81
118,51,123,82
121,50,127,82
126,50,130,82
131,52,134,81
136,57,137,81
139,68,139,80
140,90,140,80
141,121,140,79
142,158,139,78
138,190,137,77
135,211,134,76
133,219,131,74
133,217,129,73
132,208,126,71
133,196,123,69
133,183,120,68
133,171,117,66
132,159,114,64
129,149,112,63
125,138,109,61
137,126,107,59
180,113,106,58
217,99,105,57
185,86,105,55
131,77,105,54
122,73,105,53
129,77,106,52
128,83,106,52
128,90,106,51
128,95,107,51
128,98,107,50
127,99,107,50
127,100,107,50
127,100,106,49
127,99,106,49
127,97,106,49
126,92,106,48
125,85,107,48
124,78,107,48
122,71,108,48
120,65,109,48
118,60,111,48
116,56,113,48
116,53,116,48
116,50,120,48
118,49,124,48
122,48,128,48
127,49,132,48
133,51,134,49
137,57,137,49
139,70,139,49
140,95,140,50
141,129,140,50
140,166,139,50
137,197,137,51
134,216,135,51
133,221,132,51
132,217,128,52
132,208,125,52
132,195,121,52
132,183,117,52
132,171,115,53
131,160,112,53
127,149,110,54
125,139,109,55
146,127,107,55
195,114,106,56
214,100,106,57
166,87,106,58
124,79,106,59
122,78,106,60
128,83,107,61
128,90,107,63
128,96,108,65
127,101,108,67
127,103,109,69
127,104,109,72
127,104,109,74
127,103,110,77
127,102,110,79
126,99,109,81
125,94,109,83
125,88,109,84
123,80,109,86
122,73,109,88
120,67,111,89
117,62,113,90
116,58,115,91
116,55,118,92
117,52,121,92
119,51,126,93
124,51,130,92
129,51,134,92
135,55,137,91
138,63,140,90
139,81,141,88
141,109,141,87
142,144,140,85
139,179,139,83
136,206,138,82
134,221,135,80
133,223,132,78
132,216,129,76
132,204,126,74
133,191,122,72
133,178,119,70
133,166,116,68
131,155,113,66
127,145,111,64
125,134,109,63
156,121,107,61
206,109,107,59
218,95,106,58
154,84,106,56
122,78,106,55
127,79,106,53
129,85,106,52
129,91,107,51
129,96,107,50
128,99,107,49
128,101,107,49
128,102,107,48
127,101,107,48
127,100,106,47
127,98,106,47
127,95,106,47
126,89,106,47
125,83,106,46
123,75,106,46
122,69,108,46
119,63,109,45
117,58,112,45
115,54,114,45
115,51,118,45
117,49,121,44
119,48,125,44
124,48,128,44
130,49,131,44
136,53,134,44
139,61,137,44
140,80,139,44
141,109,140,44
142,145,140,44
138,179,139,44
135,204,137,45
134,216,134,45
133,217,131,45
132,209,127,46
132,198,124,46
133,185,121,46
133,173,118,47
132,162,115,47
129,151,113,47
125,140,111,47
135,128,109,47
174,116,108,47
215,103,107,48
189,89,107,48
134,78,107,48
122,73,107,48
129,75,108,48
129,83,108,48
128,90,109,48
128,96,109,49
128,99,110,49
127,101,110,50
127,103,110,50
127,103,110,51
127,102,110,51
127,100,110,52
126,96,110,53
126,90,110,54
124,83,110,55
123,76,110,57
121,69,111,58
119,64,112,60
117,60,114,62
117,57,116,63
117,54,120,65
119,53,124,66
122,51,128,68
127,51,133,69
132,53,136,71
137,59,139,73
139,72,141,75
140,96,141,76
141,130,141,78
142,168,140,80
138,201,139,82
136,221,137,83
134,227,136,85
133,223,134,87
133,213,131,89
133,201,128,91
133,188,125,94
133,177,122,96
133,166,119,99
129,155,116,102
125,145,114,104
138,133,112,107
183,121,111,110
223,107,111,113
190,95,110,117
134,86,110,121
124,83,111,125
129,87,111,129
129,94,111,133
129,101,111,137
128,105,111,142
128,108,112,147
128,109,112,152
128,109,112,158
128,109,113,165
127,107,113,172
127,104,113,179
127,99,113,186
126,93,113,193
125,85,114,200
123,78,114,207
121,72,116,213
119,67,118,219
118,63,121,225
117,60,124,232
118,58,128,238
120,56,131,245
123,55,135,250
128,56,139,255
134,58,142,255
138,65,145,255
140,81,147,255
141,107,148,255
142,143,148,255
140,181,147,255
137,211,145,255
135,228,143,255
133,232,141,255
132,227,138,255
132,216,135,255
132,203,132,255
132,190,129,255
132,178,126,255
131,167,123,255
127,156,121,255
125,145,119,255
145,133,119,255
196,120,119,255
220,107,119,255
172,95,119,255
126,88,119,255
123,88,120,255
129,93,120,255
129,100,120,255
128,106,121,255
128,109,121,255
128,112,121,255
128,113,121,255
127,113,122,255
127,112,122,255
127,110,122,255
127,106,122,255
126,100,121,255
125,93,121,255
124,85,121,255
122,78,121,255
120,71,122,255
118,67,124,255
116,63,127,255
116,60,130,255
117,57,135,255
119,56,139,255
123,55,143,255
128,55,147,255
135,58,151,255
138,65,153,255
139,81,154,255
140,108,155,255
141,144,154,255
139,181,154,255
135,209,152,255
133,224,149,255
132,227,147,255
132,220,144,255
132,208,140,255
132,194,137,255
132,181,133,255
132,169,131,255
130,157,129,255
125,147,127,255
125,135,126,255
163,123,125,255
213,109,125,255
219,96,125,255
147,85,126,255
121,80,126,255
127,82,126,255
128,89,126,255
128,96,126,255
128,101,125,252
128,103,125,249
127,105,125,244
127,105,124,238
127,105,124,231
127,104,123,224
126,102,122,216
126,98,122,209
125,92,121,201
124,85,121,194
122,77,121,187
120,71,122,179
118,65,123,171
116,60,124,163
115,57,126,154
116,54,128,146
117,52,131,137
120,51,135,128
125,50,139,119
131,51,142,110
136,56,145,103
138,66,147,95
139,86,149,89
141,117,149,82
140,153,148,76
137,186,146,70
134,209,144,64
133,219,141,58
132,218,138,53
132,209,135,48
132,197,131,44
132,183,127,40
132,171,123,36
131,159,120,32
128,148,117,29
124,137,114,25
137,125,113,21
181,113,111,18
215,99,111,15
179,87,111,11
128,77,111,9
120,73,111,6
128,77,112,4
128,83,112,2
128,90,112,1
127,95,113,0
127,98,113,0
127,99,113,0
127,101,113,0
126,101,113,0
126,99,113,0
126,97,113,0
125,92,113,0
124,85,113,0
123,78,113,0
121,71,113,0
119,65,114,0
117,59,116,0
115,55,118,0
114,52,121,0
115,50,124,0
118,49,128,0
121,48,132,0
127,48,135,0
132,51,138,0
136,56,140,0
138,70,142,0
139,93,143,0
141,126,144,0
139,162,143,0
136,193,142,0
134,212,139,0
132,219,136,0
132,216,132,1
132,206,128,2
132,194,125,2
132,181,121,3
132,169,118,3
131,158,115,4
127,147,112,4
124,136,110,4
144,124,108,5
194,111,108,5
216,97,107,6
169,85,107,6
125,78,107,7
122,78,107,8
128,83,108,8
128,91,108,9
128,97,108,10
127,101,109,11
127,103,109,12
127,103,109,14
127,103,109,16
127,103,109,18
126,102,109,20
126,99,109,22
125,94,109,25
125,87,109,27
123,79,109,30
122,72,110,32
120,66,111,35
118,61,113,37
116,57,116,38
116,54,119,40
117,53,123,42
119,51,127,44
123,51,131,45
128,52,135,47
134,54,138,48
137,62,141,48
139,78,143,49
140,105,144,50
141,142,144,50
139,179,143,50
136,207,142,49
134,222,139,48
133,224,136,48
133,217,132,46
132,205,128,45
132,191,125,44
133,178,122,43
133,165,119,41
131,154,116,40
127,143,113,38
125,132,111,37
149,121,110,35
198,108,109,33
214,95,109,32
161,84,109,30
123,79,109,29
122,80,109,28
129,86,109,27
128,93,110,26
128,97,110,25
128,100,110,24
127,101,110,23
127,102,110,22
127,101,110,21
127,100,110,20
127,99,110,19
127,95,110,18
126,90,109,18
125,83,109,17
123,76,109,17
121,69,110,16
119,63,111,15
117,59,114,14
115,54,116,13
115,51,119,13
116,49,122,12
119,47,125,12
123,47,128,11
128,48,131,11
135,52,134,10
138,61,137,10
139,79,139,10
140,107,140,10
141,142,140,10
139,177,140,10
136,203,138,10
133,216,135,11
132,217,132,11
132,209,129,12
132,198,126,12
132,186,122,12
132,174,119,13
132,163,116,13
130,153,113,13
125,142,111,14
124,131,109,14
161,118,107,15
211,104,107,15
218,90,106,16
146,79,106,16
121,74,107,16
127,76,107,17
128,83,107,18
128,90,108,18
127,96,108,19
127,100,109,20
127,101,109,21
127,102,109,22
127,101,110,23
127,101,109,24
127,99,109,25
126,96,109,26
126,91,109,27
124,85,109,29
123,78,110,30
121,72,110,32
119,66,112,34
117,62,114,36
116,58,117,38
116,55,120,41
118,53,124,44
120,52,128,48
125,53,132,51
130,54,136,55
135,59,139,59
138,70,141,63
139,91,142,66
140,123,142,70
141,160,142,74
139,194,141,79
135,218,139,84
133,228,136,90
132,227,133,96
132,219,130,101
132,207,126,107
132,195,123,112
132,183,120,118
132,171,117,124
130,161,115,131
125,150,113,139
124,139,112,147
162,126,110,155
213,112,110,164
220,99,109,174
148,88,109,184
122,84,110,193
127,87,111,202
129,94,112,211
128,101,113,219
128,106,114,229
127,109,115,238
127,111,115,247
127,112,115,255
127,111,115,255
127,110,115,255
127,107,115,255
126,102,115,255
126,95,116,255
125,88,116,255
123,81,117,255
121,75,117,255
119,69,119,255
117,64,121,255
116,61,124,255
116,58,127,255
118,56,130,255
121,56,135,255
125,56,139,255
131,58,143,255
136,63,147,255
139,75,150,255
140,97,151,255
141,130,151,255
141,167,150,255
138,201,148,255
135,223,146,255
133,231,143,255
132,229,140,255
131,220,137,255
131,208,133,255
131,195,130,255
131,183,127,255
131,171,125,255
127,160,122,255
123,149,121,255
132,137,119,255
174,124,119,255
220,111,118,255
196,98,118,255
137,89,118,255
122,86,118,255
127,89,118,255
127,96,118,255
127,102,118,255
127,107,119,255
127,109,119,255
127,111,119,255
126,111,119,255
126,110,118,255
126,109,118,255
126,105,117,255
125,100,117,255
124,93,117,255
123,85,117,255
122,78,118,255
120,72,119,255
117,67,121,255
116,63,125,255
115,59,128,255
116,57,132,255
118,55,137,255
121,54,141,255
126,54,144,255
131,55,147,255
136,61,150,255
138,73,152,255
139,95,153,255
140,127,154,255
139,163,153,255
136,195,151,248
134,216,149,241
132,223,145,233
131,220,141,225
131,210,137,216
131,197,133,208
132,184,129,200
132,172,127,192
130,160,124,184
127,149,121,177
124,138,120,169
143,126,118,161
191,113,117,153
215,100,116,145
169,87,116,138
124,80,116,131
120,79,116,124
127,83,117,117
127,90,117,111
127,96,118,104
127,100,118,97
127,102,119,91
127,103,119,84
126,103,119,77
126,103,119,71
126,101,119,64
126,99,118,59
125,94,117,53
124,87,116,48
122,80,116,43
121,73,116,38
119,66,117,33
117,61,118,28
116,57,120,23
115,53,123,19
116,51,126,15
119,50,130,11
123,50,134,8
128,51,138,5
133,53,141,2
137,60,143,1
138,76,145,0
140,102,145,0
141,137,144,0
139,173,143,0
135,201,141,0
133,216,139,0
132,219,136,0
132,213,132,0
132,201,128,0
132,189,125,0
132,176,121,0
132,164,117,0
130,153,114,0
125,142,111,0
124,130,109,0
153,118,107,0
204,105,106,0
216,91,106,0
153,79,105,0
121,72,106,0
126,73,106,0
128,79,106,0
127,87,107,0
127,93,107,0
127,97,107,0
127,99,108,0
127,100,108,0
127,100,108,0
127,99,108,0
126,97,108,0
126,93,107,0
125,87,107,0
124,80,108,0
123,73,108,0
121,67,109,0
118,61,110,0
116,57,112,0
115,54,115,0
115,51,119,0
116,49,123,0
119,48,126,0
123,47,130,0
129,48,133,0
135,52,136,0
138,61,139,0
139,79,141,0
141,108,141,0
141,143,141,0
138,178,139,0
135,203,137,0
133,217,134,1
133,218,131,3
132,212,128,5
132,201,125,7
132,189,121,9
133,177,118,11
132,166,115,13
129,155,112,16
125,145,110,18
124,134,108,20
165,122,106,22
214,109,106,25
220,95,106,27
146,84,106,30
122,78,106,33
128,79,106,36
129,86,107,39
128,93,107,42
128,100,107,45
128,104,107,49
127,107,107,53
127,108,107,58
127,108,107,63
127,107,107,68
127,105,107,73
127,100,107,78
126,94,107,84
125,87,107,90
123,79,107,97
121,73,108,105
119,67,109,113
117,63,111,121
117,59,114,130
117,57,118,140
118,55,122,149
121,55,127,158
125,54,132,166
131,55,136,175
136,61,140,183
139,73,142,191
140,96,144,200
141,130,144,209
141,168,143,218
138,201,142,226
135,223,140,234
133,232,138,242
132,229,134,249
132,219,130,252
132,207,127,255
132,193,123,255
132,181,120,255
132,169,117,255
129,158,115,255
124,147,114,255
130,136,112,255
167,123,112,255
217,110,111,255
221,97,111,255
144,88,111,255
122,85,112,255
127,89,112,255
128,95,113,255
127,102,114,255
127,106,114,255
127,109,115,255
127,111,115,255
127,111,115,255
127,111,115,255
126,110,114,255
126,107,114,255
126,101,113,255
125,95,113,255
124,87,113,255
122,79,113,255
121,73,115,255
119,67,116,255
116,63,119,255
116,60,122,255
116,58,126,255
117,56,129,255
120,55,134,255
125,55,138,255
131,56,141,255
136,60,144,255
138,72,146,255
139,95,148,255
140,128,148,255
140,166,147,255
137,199,146,255
134,220,144,255
132,227,141,255
131,224,139,255
131,214,136,255
131,201,132,255
131,188,129,255
131,175,127,255
130,163,124,255
127,152,122,255
124,141,120,255
138,129,118,255
183,116,118,255
218,102,117,255
182,90,117,255
130,82,117,255
121,81,117,255
127,85,117,255
128,93,118,255
127,99,118,255
127,103,119,255
127,105,120,255
127,106,120,255
127,106,120,250
127,105,120,245
127,104,119,237
126,100,118,230
126,95,117,223
125,88,116,216
124,81,115,208
122,74,115,201
120,68,116,193
118,63,117,185
116,59,120,177
116,56,123,168
117,54,126,160
119,52,130,152
122,51,133,144
127,51,137,136
133,54,140,128
137,60,142,120
139,74,144,112
140,98,145,104
141,131,145,96
140,167,144,88
137,197,142,80
134,215,140,72
133,221,137,66
132,217,133,59
132,206,129,54
132,193,126,49
133,180,122,43
132,168,120,38
131,156,117,33
127,145,115,29
125,134,112,24
148,122,111,20
198,109,110,17
214,95,109,14
161,84,109,11
123,77,109,8
122,76,109,5
129,81,109,2
128,87,110,1
128,93,110,0
128,97,110,0
128,99,111,0
127,99,111,0
127,100,111,0
127,100,111,0
127,99,111,0
126,95,111,0
125,90,110,0
124,83,110,0
123,75,110,0
121,68,111,0
119,62,112,0
117,57,113,0
115,54,115,0
115,51,117,0
116,50,121,0
119,49,125,0
123,48,129,0
129,49,132,0
135,51,135,0
138,58,138,0
140,74,140,0
141,101,140,0
142,135,140,0
139,171,139,0
136,199,138,0
134,214,136,0
133,217,133,0
133,212,130,0
133,201,127,0
133,187,123,0
133,174,119,0
133,161,116,0
130,150,113,0
125,139,110,0
125,128,108,0
165,117,106,0
214,104,105,0
219,90,105,0
144,79,105,0
122,73,105,0
128,74,106,0
129,81,106,0
128,88,106,0
128,94,106,0
127,98,106,0
127,101,106,0
127,102,106,0
127,103,106,0
127,102,106,0
126,101,106,0
126,97,106,0
125,91,106,0
124,84,106,0
123,77,106,0
121,70,107,0
119,64,108,1
117,59,110,2
116,55,112,4
116,53,115,6
118,51,119,8
121,51,123,10
125,51,126,12
130,53,129,14
135,57,133,16
138,67,135,18
139,87,137,19
140,117,138,21
141,153,138,23
139,186,137,24
135,209,135,26
133,220,133,27
132,219,130,28
132,211,126,29
132,200,123,30
132,187,120,31
133,175,117,32
132,163,114,33
130,151,112,33
125,140,109,34
130,128,108,34
164,115,106,35
211,102,106,35
215,89,106,36
142,80,105,36
121,77,106,36
127,80,106,37
128,87,106,37
128,93,107,38
128,98,107,38
127,100,107,38
127,101,107,39
